場站代號,場站中文名稱,場站所屬行政區,中文地址,場站總停車格數,目前可借車輛數,目前可還空位數,資料更新時間,緯度,經度,場站營運狀態,"各車種可借數量明細(一般車,電輔車)",抓取時間
500613028,YouBike2.0_臺灣大道臺灣大道六段926巷口,沙鹿區,臺灣大道六段/臺灣大道六段926巷口(西南側),19,3,16,2026-08-21 06:45:03,24.214325,120.580575,1,"3,0",2026-08-21 15:12:29.741980
500613029,YouBike2.0_沙鹿區公館公園,沙鹿區,中清路六段161號(東南側),15,7,8,2026-08-21 12:21:03,24.24525,120.61105,1,"7,0",2026-08-21 15:12:29.741980
500613030,YouBike2.0_鹿峰公園,沙鹿區,星河路604號(對側),15,2,13,2026-08-21 06:01:02,24.25923,120.57417,1,"2,0",2026-08-21 15:12:29.741980
500613031,YouBike2.0_鹿峰國小(星河路),沙鹿區,星河路255號(對側),12,0,12,2026-07-12 00:01:03,24.25616,120.5713,0,"0,0",2026-08-21 15:12:29.741980
500613032,YouBike2.0_臺中市立公明國民中學,沙鹿區,中清路六段567號,20,8,11,2026-08-21 14:31:03,24.24971,120.59866,1,"8,0",2026-08-21 15:12:29.741980
500613033,YouBike2.0_向上路七段太平路口(西南側),沙鹿區,太平路112號(西北側),15,5,10,2026-08-21 14:21:03,24.217419,120.547859,1,"5,0",2026-08-21 15:12:29.741980
500613034,YouBike2.0_清泉社區活動中心,沙鹿區,東大路二段1577號(南側),14,5,9,2026-08-21 14:20:05,24.241504,120.614668,1,"5,0",2026-08-21 15:12:29.741980
500613035,YouBike2.0_明秀公園,沙鹿區,正順路/正義路107巷口(東南側),27,2,25,2026-08-21 15:08:03,24.204865,120.572616,1,"2,0",2026-08-21 15:12:29.741980
500613036,YouBike2.0_斗抵社區活動中心,沙鹿區,斗潭路/斗潭路195巷口(西南側),26,3,23,2026-08-21 14:55:03,24.22542,120.55431,1,"3,0",2026-08-21 15:12:29.741980
500613037,YouBike2.0_沙田天仁街口,沙鹿區,沙田路/天仁街口(東北側),15,1,14,2026-08-21 13:18:03,24.22298,120.55704,1,"1,0",2026-08-21 15:12:29.741980
500613038,YouBike2.0_公明國小,沙鹿區,忠貞路213號,10,6,4,2026-08-21 12:24:02,24.24367,120.60837,1,"6,0",2026-08-21 15:12:29.741980
500613039,YouBike2.0_南斗宮,沙鹿區,南陽路三角巷3-1號,14,2,12,2026-08-21 13:42:02,24.21741,120.56791,1,"2,0",2026-08-21 15:12:29.741980
500613040,YouBike2.0_南勢溪口,沙鹿區,南昌路/南斗路(西南側),15,3,12,2026-08-21 06:11:02,24.2154,120.55836,1,"3,0",2026-08-21 15:12:29.741980
500613041,YouBike2.0_中山路紅竹巷口,沙鹿區,中山路/中山路紅竹巷口(西側),15,1,14,2026-08-21 15:09:58,24.23784,120.57052,1,"1,0",2026-08-21 15:12:29.741980
